ticker,in_orats,in_polygon,source
ATOM,1,1,both
ATOS,1,1,both
ATPAQ,1,0,orats
ATPC,0,1,polygon
ATPG,1,0,orats
ATR,1,1,both
ATRA,1,1,both
ATRC,1,1,both
ATRI,0,1,polygon
ATRO,1,1,both
ATRS,1,0,orats
ATS,1,1,both
ATSG,1,1,both
ATSI,1,0,orats
ATTU,1,0,orats
ATU,1,0,orats
ATUS,1,1,both
ATV,1,0,orats
ATVI,1,0,orats
ATVID,1,0,orats
ATW,1,0,orats
ATX,1,0,orats
ATXG,0,1,polygon
ATXI,0,1,polygon
ATXS,1,1,both
ATY,1,0,orats
ATYR,1,0,orats
AU,1,1,both
AUB,1,1,both
AUBN,0,1,polygon
AUBpA,0,1,polygon
AUD,1,0,orats
AUDC,1,1,both
AUGO,1,0,orats
AUGT,0,1,polygon
AUGW,0,1,polygon
AUGX,1,1,both
AUGZ,0,1,polygon
AUID,0,1,polygon
AULT,1,1,both
AULTpD,0,1,polygon
AUM,1,0,orats
AUMI,0,1,polygon
AUMN,1,1,both
AUO,1,0,orats
AUPH,1,1,both
AUQ,1,0,orats
AUR,1,1,both
AURA,1,1,both
AUROW,0,1,polygon
AURU,1,0,orats
AUS,1,0,orats
AUSF,0,1,polygon
AUST,0,1,polygon
AUTH,1,0,orats
AUTL,1,1,both
AUTO,1,0,orats
AUUD,0,1,polygon
AUUDW,0,1,polygon
AUVI,0,1,polygon
AUVIP,0,1,polygon
AUX,1,0,orats
AUXL,1,0,orats
AUY,1,0,orats
AV,1,0,orats
AVA,1,1,both
AVAH,1,1,both
AVAL,0,1,polygon
AVAN,1,0,orats
AVAV,1,1,both
AVB,1,1,both
AVBP,1,0,orats
AVCI,1,0,orats
AVCT,1,0,orats
AVD,1,1,both
AVDE,1,1,both
AVDL,1,1,both
AVDS,0,1,polygon
AVDV,1,1,both
AVDX,1,1,both
AVEE,0,1,polygon
AVEM,1,1,both
AVEO,1,0,orats
AVES,0,1,polygon
AVEX,1,0,orats
AVG,1,0,orats
AVGE,1,1,both
AVGG,1,0,orats
AVGO,1,1,both
AVGR,1,1,both
AVGTF,1,0,orats
AVGV,1,1,both
AVGW,1,0,orats
AVGX,1,0,orats
AVH,1,0,orats
AVHI,1,0,orats
AVID,1,0,orats
AVIE,1,1,both
AVIG,0,1,polygon
AVII,1,0,orats
AVIR,1,1,both
AVIV,1,1,both
AVK,0,1,polygon
AVL,1,0,orats
AVLC,1,1,both
AVLNF,1,0,orats
AVLR,1,0,orats
AVLV,1,1,both
AVMA,1,1,both
AVMC,1,1,both
AVMU,1,1,both
AVMV,1,1,both
AVNC,1,0,orats
AVNM,1,1,both
AVNR,1,0,orats
AVNS,1,1,both
AVNT,1,1,both
AVNV,1,1,both
AVNW,1,1,both
AVO,1,1,both
AVP,1,0,orats
AVPT,1,1,both
AVPTW,0,1,polygon
AVR,1,0,orats
AVRE,1,1,both
AVRN,1,0,orats
AVRNQ,1,0,orats
AVRO,1,1,both
AVRX,1,0,orats
AVSC,1,1,both
AVSD,0,1,polygon
AVSE,0,1,polygon
AVSF,0,1,polygon
AVSPY,1,0,orats
AVSU,1,1,both
AVT,1,1,both
AVTA,1,0,orats
AVTE,1,1,both
AVTR,1,1,both
AVTX,1,1,both
AVUS,1,1,both
AVUV,1,1,both
AVX,1,0,orats
AVXL,1,1,both
AVXS,1,0,orats
AVY,1,1,both
AVYA,1,0,orats
AVZ,1,0,orats
AVZA,1,0,orats
AW,1,0,orats
AWAY,1,1,both
AWC,1,0,orats
AWCMY,1,0,orats
AWEG,0,1,polygon
AWF,0,1,polygon
AWH,1,1,both
AWHHF,1,0,orats
AWI,1,1,both
AWIN,0,1,polygon
AWINW,0,1,polygon
AWK,1,1,both
AWP,0,1,polygon
AWR,1,1,both
AWRE,1,1,both
AWX,0,1,polygon
AWYX,1,0,orats
AX,1,1,both
AXA,1,0,orats
AXAHY,1,0,orats
AXAS,1,0,orats
AXB,1,0,orats
AXCA,1,0,orats
AXDX,1,1,both
AXE,1,0,orats
AXGN,1,1,both
AXGT,1,0,orats
AXL,1,1,both
AXLA,1,0,orats
AXLL,1,0,orats
AXNX,1,1,both
AXON,1,1,both
AXP,1,1,both
AXR,0,1,polygon
AXS,1,1,both
AXSM,1,1,both
AXSpE,0,1,polygon
AXTA,1,1,both
AXTI,1,1,both
AXU,1,0,orats
AXUP,1,0,orats
AXYS,1,0,orats
AY,1,1,both
AYA,1,0,orats
AYE,1,0,orats
AYI,1,1,both
AYR,1,0,orats
AYRO,1,1,both
AYTU,1,1,both
AYX,1,1,both
AZ,1,1,both
AZC,1,0,orats
AZEK,1,1,both
AZK,1,0,orats
AZN,1,1,both
AZO,1,1,both
AZPN,1,1,both
AZQ,1,0,orats
AZR,1,0,orats
AZRE,1,0,orats
AZSEY,1,0,orats
AZTA,1,1,both
AZTD,0,1,polygon
AZTR,0,1,polygon
AZUL,1,1,both
AZUR,1,0,orats
AZYY,1,0,orats
AZZ,1,1,both
B,1,1,both
BA,1,1,both
BAA,1,0,orats
BAB,1,1,both
BABA,1,1,both
BABO,1,0,orats
BABW,1,0,orats
BABX,1,1,both
BABY,1,0,orats
BAC,1,1,both
BACA,0,1,polygon
BACK,0,1,polygon
BACpB,0,1,polygon
BACpE,0,1,polygon
BACpK,0,1,polygon
BACpL,0,1,polygon
BACpM,0,1,polygon
BACpN,0,1,polygon
BACpO,0,1,polygon
BACpP,0,1,polygon
BACpQ,0,1,polygon
BACpS,0,1,polygon
BAD,1,0,orats
BAER,0,1,polygon
BAERW,0,1,polygon
BAFN,0,1,polygon
BAGL,1,0,orats
BAGY,1,0,orats
BAH,1,1,both
BAI,1,0,orats
BAIG,1,0,orats
BAK,1,1,both
BAL,1,0,orats
BALB,1,0,orats
BALI,1,1,both
BALL,1,1,both
BALT,1,1,both
BALTF,1,0,orats
BALY,1,1,both
BAM,1,1,both
BAMA,0,1,polygon
BAMB,0,1,polygon
BAMD,0,1,polygon
BAMG,0,1,polygon
BAMM,1,0,orats
BAMO,0,1,polygon
BAMR,1,0,orats
BAMU,0,1,polygon
BAMV,0,1,polygon
BAMY,0,1,polygon
BANC,1,1,both
BANCpF,0,1,polygon
BAND,1,1,both
BANF,1,1,both
BANFP,0,1,polygon
BANL,0,1,polygon
BANR,1,1,both
BANRD,1,0,orats
BANX,1,1,both
BAOS,0,1,polygon
BAP,1,1,both
BAPR,0,1,polygon
BAR,0,1,polygon
BARE,1,0,orats
BARK,1,1,both
BARK.WS,0,1,polygon
BAS,1,0,orats
BASE,1,1,both
BASWW,1,0,orats
BATL,0,1,polygon
BATRA,1,1,both
BATRK,1,1,both
BATS,1,0,orats
BATT,1,1,both
BAUG,0,1,polygon
BAX,1,1,both
BAXS,1,0,orats
BAXSQ,1,0,orats
BAY,1,0,orats
BAYA,0,1,polygon
BAYAR,0,1,polygon
BAYAU,0,1,polygon
BAYRY,1,0,orats
BB,1,1,both
BBAG,0,1,polygon
BBAI,1,1,both
BBAI.WS,0,1,polygon
BBAR,1,1,both
BBAX,1,1,both
BBB,1,0,orats
BBBB,1,0,orats
BBBY,1,0,orats
BBC,1,1,both
BBCA,1,1,both
BBCB,0,1,polygon
BBCN,1,0,orats
BBCP,1,1,both
BBCZ,1,0,orats
BBD,1,1,both
BBDC,1,1,both
BBDO,0,1,polygon
BBEM,0,1,polygon
BBEP,1,0,orats
BBEPQ,1,0,orats
BBEU,1,1,both
BBG,1,0,orats
BBGI,0,1,polygon
BBH,1,1,both
BBHY,0,1,polygon
BBHYL,1,0,orats
BBI,1,0,orats
BBIG,1,0,orats
BBIN,1,1,both
BBIO,1,1,both
BBJP,1,1,both
BBL,1,0,orats
BBLB,0,1,polygon
BBLG,0,1,polygon
BBLGW,0,1,polygon
BBLU,0,1,polygon
BBMC,1,1,both
BBN,0,1,polygon
BBND,1,0,orats
BBNX,1,0,orats
BBOX,1,0,orats
BBP,1,1,both
BBRE,0,1,polygon
BBRG,1,0,orats
BBRY,1,0,orats
BBSA,0,1,polygon
BBSB,0,1,polygon
BBSC,0,1,polygon
BBSI,1,1,both
BBT,1,0,orats
BBU,1,1,both
BBUC,1,1,both
BBUS,1,1,both
BBV,1,0,orats
BBVA,1,1,both
BBW,1,1,both
BBWI,1,1,both
BBX,1,0,orats
BBY,1,1,both
BC,1,1,both
BCAB,1,1,both
BCAL,0,1,polygon
BCAN,0,1,polygon
BCAT,0,1,polygon
BCAX,1,0,orats
BCBP,1,1,both
BCC,1,1,both
BCD,1,1,both
BCDA,1,1,both
BCDAW,0,1,polygon
BCDF,0,1,polygon
BCE,1,1,both
BCEI,1,0,orats
BCEL,1,1,both
BCH,1,1,both
BCHP,0,1,polygon
BCI,1,1,both
BCIC,1,0,orats
BCIM,1,1,both
BCLI,1,1,both
BCM,1,0,orats
BCML,1,1,both
BCO,1,1,both
BCOR,1,0,orats
BCOV,1,1,both
BCOW,0,1,polygon
BCPC,1,1,both
BCR,1,0,orats
BCRX,1,1,both
BCS,1,1,both
BCSA,0,1,polygon
BCSAW,0,1,polygon
BCSF,1,1,both
BCSI,1,0,orats
BCTX,1,1,both
BCTXW,0,1,polygon
BCUS,0,1,polygon
BCV,0,1,polygon
BCVpA,0,1,polygon
BCX,0,1,polygon
BCYC,1,1,both
BCpA,0,1,polygon
BCpB,0,1,polygon
BDAT,1,0,orats
BDBD,1,0,orats
BDC,1,1,both
BDCV,1,0,orats
BDCX,0,1,polygon
BDCZ,0,1,polygon
BDE,1,0,orats
BDEC,0,1,polygon
BDGE,1,0,orats
BDGS,0,1,polygon
BDH,1,0,orats
BDJ,0,1,polygon
BDK,1,0,orats
BDL,0,1,polygon
BDN,1,1,both
BDRX,0,1,polygon
BDRY,1,1,both
BDSI,1,0,orats
BDSX,1,1,both
BDTX,1,1,both
BDVG,0,1,polygon
BDX,1,1,both
BDY,1,0,orats
BE,1,1,both
BEAM,1,1,both
BEAS,1,0,orats
BEAT,1,1,both
BEATW,0,1,polygon
BEAV,1,0,orats
BEBE,1,0,orats
BEC,1,0,orats
BECN,1,1,both
BECO,0,1,polygon
BEDU,0,1,polygon
BEDZ,1,0,orats
BEE,1,0,orats
BEEM,1,1,both
BEEMW,0,1,polygon
BEEP,0,1,polygon
BEEZ,0,1,polygon
BEG,1,0,orats
BEKE,1,1,both
BEL,1,0,orats
BELFA,0,1,polygon
BELFB,1,1,both
BELM,1,0,orats
BELT,1,0,orats
BEMB,0,1,polygon
BEN,1,1,both
BENE,1,0,orats
BENF,0,1,polygon
BENFW,0,1,polygon
BEP,1,1,both
BEPC,1,1,both
BEPH,0,1,polygon
BEPI,0,1,polygon
BEPpA,0,1,polygon
BER,1,0,orats
BERY,1,1,both
BERZ,0,1,polygon
BEST,1,1,both
BETA,1,0,orats
BETE,0,1,polygon
BETH,0,1,polygon
BETR,1,1,both
BETRW,0,1,polygon
BETS,0,1,polygon
BETZ,1,1,both
BEX,1,0,orats
BEXP,1,0,orats
BEZ,1,0,orats
BF.A,0,1,polygon
BF.B,0,1,polygon
BFAC,0,1,polygon
BFAC.WS,0,1,polygon
BFAM,1,1,both
BFC,0,1,polygon
BFEB,0,1,polygon
BFH,1,1,both
BFI,1,1,both
BFIIW,0,1,polygon
BFIN,1,1,both
BFIT,1,1,both
BFIX,1,1,both
BFK,0,1,polygon
BFLY,1,1,both
BFLY.WS,0,1,polygon
BFOR,1,1,both
BFR,1,0,orats
BFRG,0,1,polygon
BFRGW,0,1,polygon
BFRI,1,1,both
BFRIW,0,1,polygon
BFS,1,1,both
BFST,1,1,both
BFSpD,0,1,polygon
BFSpE,0,1,polygon
BFT,1,0,orats
BFTR,1,0,orats
BFX,1,1,both
BFYT,1,0,orats
BFZ,0,1,polygon
BF_A,1,0,orats
BF_B,1,0,orats
BG,1,1,both
BGB,0,1,polygon
BGC,1,1,both
BGCP,1,0,orats
BGFV,1,1,both
BGG,1,0,orats
BGH,0,1,polygon
BGI,0,1,polygon
BGIG,0,1,polygon
BGLC,0,1,polygon
BGLD,0,1,polygon
BGNE,1,1,both
BGO,1,0,orats
BGP,1,0,orats
BGPIQ,1,0,orats
BGR,0,1,polygon
BGRN,0,1,polygon
BGRY,1,0,orats
BGS,1,1,both
BGSF,1,1,both
BGT,0,1,polygon
BGU,1,0,orats
BGX,0,1,polygon
BGXX,1,1,both
BGY,0,1,polygon
BGZ,1,0,orats
BH,0,1,polygon
BH.A,0,1,polygon
BHAC,0,1,polygon
BHACW,0,1,polygon
BHAT,0,1,polygon
BHB,1,1,both
BHBK,1,0,orats
BHC,1,1,both
BHE,1,1,both
BHF,1,1,both
BHFAL,0,1,polygon
BHFAM,0,1,polygon
BHFAN,0,1,polygon
BHFAO,0,1,polygon
BHFAP,0,1,polygon
BHG,1,1,both
BHGE,1,0,orats
BHI,1,0,orats
BHIL,1,1,both
BHK,0,1,polygon
BHLB,1,1,both
BHM,0,1,polygon
BHP,1,1,both
BHR,1,1,both
BHRB,0,1,polygon
BHRpB,0,1,polygon
BHRpD,0,1,polygon
BHS,1,0,orats
BHV,0,1,polygon
BHVN,1,1,both
BHYB,0,1,polygon
BIAF,0,1,polygon
BIB,1,1,both
BIBL,1,1,both
BID,1,0,orats
BIDG,1,0,orats
BIDU,1,1,both
BIDZ,1,0,orats
BIG,1,1,both
BIGB,1,0,orats
BIGC,1,1,both
BIGT,1,0,orats
BIGY,1,0,orats
BIGZ,0,1,polygon
BIIB,1,1,both
BIK,1,0,orats
BIL,1,1,both
BILI,1,1,both
BILL,1,1,both
BILS,1,1,both
BILZ,0,1,polygon
BIMI,0,1,polygon
BIN,1,0,orats
BINC,0,1,polygon
BIND,1,0,orats
BINV,0,1,polygon
BIO,1,1,both
BIO.B,0,1,polygon
BIOA,1,0,orats
BIOC,1,0,orats
BIOD,1,0,orats
BIOL,1,1,both
BIOR,1,1,both
BIOS,1,0,orats
BIOV,1,0,orats
BIOX,1,1,both
BIP,1,1,both
BIPC,1,1,both
BIPH,0,1,polygon
BIPI,0,1,polygon
BIPpA,0,1,polygon
BIPpB,0,1,polygon
BIRD,1,1,both
BIRK,1,1,both
BIRT,1,0,orats
BIS,1,1,both
BIT,0,1,polygon
BITA,1,0,orats
BITB,1,0,orats
BITC,0,1,polygon
BITE,1,1,both
BITE.WS,0,1,polygon
BITF,1,1,both
BITI,1,1,both
BITO,1,1,both
BITQ,1,1,both
BITS,1,1,both
BITU,1,0,orats
BITX,1,1,both
BITY,1,0,orats
BIV,1,1,both
BIVI,1,1,both
BIVN,1,0,orats
BIVV,1,0,orats
BIZD,1,1,both
BJ,1,1,both
BJAN,0,1,polygon
BJDX,0,1,polygon
BJE,1,0,orats
BJGP,1,0,orats
BJK,1,1,both
BJO,1,0,orats
BJRI,1,1,both
BJS,1,0,orats
BJUL,0,1,polygon
BJUN,0,1,polygon
BK,1,1,both
BKAG,0,1,polygon
BKC,1,0,orats
BKCC,1,1,both
BKCH,1,1,both
BKCI,0,1,polygon
BKD,1,1,both
BKDT,0,1,polygon
BKE,1,1,both
BKEM,0,1,polygon
BKEP,1,0,orats
BKES,0,1,polygon
BKF,1,1,both
BKFS,1,0,orats
BKGI,0,1,polygon
BKH,1,1,both
BKHM,1,0,orats
BKHY,0,1,polygon
BKI,1,0,orats
BKIE,0,1,polygon
BKIS,0,1,polygon
BKIV,0,1,polygon
BKKT,1,1,both
BKKT.WS,0,1,polygon
BKLC,1,1,both
BKLN,1,1,both
BKMC,0,1,polygon
BKMU,1,0,orats
BKN,0,1,polygon
BKNG,1,1,both
BKNU,1,0,orats
BKR,1,1,both
BKS,1,0,orats
BKSE,0,1,polygon
BKSY,1,1,both
BKSY.WS,0,1,polygon
BKT,0,1,polygon
BKTI,0,1,polygon
BKU,1,1,both
BKUI,0,1,polygon
BKUNA,1,0,orats
BKUNQ,1,0,orats
BKV,1,0,orats
BKW,1,0,orats
BKWO,0,1,polygon
BKX,1,0,orats
BKYI,1,1,both
BL,1,1,both
BLAC,0,1,polygon
BLACR,0,1,polygon
BLBD,1,1,both
BLBX,0,1,polygon
BLC,1,0,orats
BLCM,1,0,orats
BLCN,1,1,both
BLCO,1,1,both
BLCR,0,1,polygon
BLCV,1,1,both
BLD,1,1,both
BLDE,1,1,both
BLDEW,0,1,polygon
BLDG,0,1,polygon
BLDP,1,1,both
BLDPD,1,0,orats
BLDR,1,1,both
BLE,0,1,polygon
BLES,0,1,polygon
BLEUR,0,1,polygon
BLEUW,0,1,polygon
BLFS,1,1,both
BLFY,1,1,both
BLG,1,0,orats
BLGM,1,0,orats
BLI,1,0,orats
BLIN,0,1,polygon
BLK,1,1,both
BLKB,1,1,both
BLKC,1,1,both
BLL,1,0,orats
BLLD,0,1,polygon
BLLN,1,0,orats
BLMN,1,1,both
BLND,1,1,both
BLNK,1,1,both
BLOAQ,1,0,orats
BLOG,1,0,orats
BLOK,1,1,both
BLOKA,1,0,orats
BLOX,1,0,orats
BLPH,1,0,orats
BLQ,1,0,orats
BLRX,1,1,both
BLSG,1,0,orats
BLSH,1,0,orats
BLSX,1,0,orats
BLT,1,0,orats
BLTE,0,1,polygon
BLTI,1,0,orats
BLTS,1,0,orats
BLU,1,0,orats
BLUA,0,1,polygon
BLUA.U,0,1,polygon
BLUD,1,0,orats
BLUE,1,1,both
BLUS,1,0,orats
BLV,1,1,both
BLW,0,1,polygon
BLX,1,1,both
BLZE,1,1,both
BMA,1,1,both
BMAR,0,1,polygon
BMAX,1,0,orats
BMAY,0,1,polygon
BMBL,1,1,both
BMC,1,0,orats
BMCH,1,0,orats
BMD,1,0,orats
BME,0,1,polygon
BMEA,1,1,both
BMED,1,1,both
BMET,1,0,orats
BMEZ,0,1,polygon
BMHM,1,0,orats
BMI,1,1,both
BMLpG,0,1,polygon
BMLpH,0,1,polygon
BMLpJ,0,1,polygon
BMLpL,0,1,polygon
BMN,0,1,polygon
BMNG,1,0,orats
BMNR,1,0,orats
BMNU,1,0,orats
BMO,1,1,both
BMR,1,1,both
BMRA,1,1,both
BMRC,1,1,both
BMRN,1,1,both
BMS,1,0,orats
BMTC,1,0,orats
BMTI,1,0,orats
BMTX,1,1,both
BMTX.WS,0,1,polygon
BMVP,0,1,polygon
BMY,1,1,both
BN,1,1,both
BNC,1,0,orats
BNCL,1,0,orats
BNCN,1,0,orats
BND,1,1,both
BNDC,0,1,polygon
BNDD,1,1,both
BNDI,0,1,polygon
BNDW,1,1,both
BNDX,1,1,both
BNE,1,1,both
BNED,1,1,both
BNFT,1,0,orats
BNGE,1,1,both
BNGO,1,1,both
BNH,0,1,polygon
BNI,1,0,orats
BNIX,0,1,polygon
BNIXW,0,1,polygon
BNJ,0,1,polygon
BNK,1,0,orats
BNKD,0,1,polygon
BNKK,1,0,orats
BNKU,0,1,polygon
BNL,1,1,both
BNMV,1,0,orats
BNNY,1,0,orats
BNO,1,1,both
BNOV,0,1,polygon
BNOX,0,1,polygon
BNR,0,1,polygon
BNRE,1,1,both
BNRE.A,0,1,polygon
BNRG,0,1,polygon
BNS,1,1,both
BNT,1,0,orats
BNTC,1,1,both
BNTX,1,1,both
BNY,0,1,polygon
BNZ,1,0,orats
BNZI,0,1,polygon
BNZIW,0,1,polygon
BNZZW,1,0,orats
BOAT,1,1,both
BOBE,1,0,orats
BOBJ,1,0,orats
BOBJY,1,0,orats
BOBS,1,0,orats
BOC,1,1,both
BOCH,1,0,orats
BOCN,0,1,polygon
BOCT,0,1,polygon
BODY,1,1,both
BOE,0,1,polygon
BOF,0,1,polygon
BOFI,1,0,orats
BOH,1,1,both
BOHpA,0,1,polygon
BOIL,1,1,both
BOJA,1,0,orats
BOKF,1,1,both
BOL,1,0,orats
BOLD,1,0,orats
BOLT,1,1,both
BON,0,1,polygon
BONA,1,0,orats
BOND,1,1,both
BONT,1,0,orats
BOO,1,0,orats
BOOM,1,1,both
BOOT,1,1,both
BOQ,1,0,orats
BORL,1,0,orats
BORN,1,0,orats
BORR,1,1,both
BOSC,0,1,polygon
BOSS,1,0,orats
BOT,1,0,orats
BOTA,1,0,orats
BOTJ,0,1,polygon
BOTZ,1,1,both
BOUT,0,1,polygon
BOW,1,0,orats
BOWL,1,1,both
BOWN,0,1,polygon
BOWNR,0,1,polygon
BOWX,1,0,orats
BOX,1,1,both
BOXD,1,0,orats
BOXL,0,1,polygon
BOXX,0,1,polygon
BP,1,1,both
BPA,1,0,orats
BPAX,1,0,orats
BPAY,0,1,polygon
BPFH,1,0,orats
BPH,1,0,orats
BPHX,1,0,orats
BPI,1,0,orats
BPL,1,0,orats
BPMC,1,1,both
BPMP,1,0,orats
BPO,1,0,orats
BPOP,1,1,both
BPOPM,0,1,polygon
BPR,1,0,orats
BPRN,0,1,polygon
BPRO,1,0,orats
BPSG,1,0,orats
BPT,1,1,both
BPTH,1,1,both
BPTS,0,1,polygon
BPX,1,0,orats
BPY,1,0,orats
BPYPM,0,1,polygon
BPYPN,0,1,polygon
BPYPO,0,1,polygon
BPYPP,0,1,polygon
BPYU,1,0,orats
BPZ,1,0,orats
BPZR,1,0,orats
BPZRQ,1,0,orats
BQ,1,1,both
BQI,1,0,orats
BR,1,1,both
BRAC,0,1,polygon
BRACR,0,1,polygon
BRAG,1,1,both
BRAZ,0,1,polygon
BRB,1,0,orats
BRBR,1,1,both
BRBS,1,1,both
BRC,1,1,both
BRCB,1,0,orats
BRCC,1,1,both
BRCD,1,0,orats
BRCDD,1,0,orats
BRCM,1,0,orats
BRDG,1,1,both
BRDR,1,0,orats
BRDS,1,0,orats
BRE,1,0,orats
BREA,0,1,polygon
BREW,1,0,orats
BREZ,1,1,both
BREZR,0,1,polygon
BREZW,0,1,polygon
BRF,1,1,both
BRFH,0,1,polygon
BRFS,1,1,both
BRG,1,0,orats
BRGYY,1,0,orats
BRID,0,1,polygon
BRK.A,0,1,polygon
BRK.B,0,1,polygon
BRKH,0,1,polygon
BRKHW,0,1,polygon
BRKL,1,1,both
BRKR,1,1,both
BRKS,1,0,orats
BRKW,1,0,orats
BRKY,1,0,orats
BRK_B,1,0,orats
BRL,1,0,orats
BRLC,1,0,orats
BRLCQ,1,0,orats
BRLI,1,0,orats
BRLN,0,1,polygon
BRLT,1,1,both
BRMK,1,0,orats
BRN,0,1,polygon
BRNC,1,0,orats
BRNS,0,1,polygon
BRNY,0,1,polygon
BRO,1,1,both
BROG,0,1,polygon
BROGW,0,1,polygon
BROS,1,1,both
BRP,1,1,both
BRPM,1,0,orats
BRR,1,0,orats
BRS,1,0,orats
BRSH,0,1,polygon
BRSHW,0,1,polygon
BRSL,1,0,orats
BRSP,1,1,both
BRSS,1,0,orats
BRT,1,1,both
BRTR,0,1,polygon
BRTX,0,1,polygon
BRW,0,1,polygon
BRX,1,1,both
BRY,1,1,both
BRZE,1,1,both
BRZS,1,0,orats
BRZU,1,1,both
BSAC,1,1,both
BSBK,0,1,polygon
BSBR,1,1,both
BSC,1,0,orats
BSCL,1,0,orats
BSCO,0,1,polygon
BSCP,0,1,polygon
BSCQ,0,1,polygon
BSCR,0,1,polygon
BSCS,0,1,polygon
BSCT,0,1,polygon
BSCU,0,1,polygon
BSCV,0,1,polygon
BSCW,0,1,polygon
BSCX,0,1,polygon
BSDM,1,0,orats
BSEA,1,0,orats
BSEP,0,1,polygon
BSET,1,1,both
BSF,1,0,orats
BSFC,0,1,polygon
BSFT,1,0,orats
BSG,1,0,orats
BSGM,1,1,both
BSIG,1,1,both
BSJO,0,1,polygon
BSJP,0,1,polygon
BSJQ,0,1,polygon
BSJR,0,1,polygon
BSJS,0,1,polygon
BSJT,0,1,polygon
BSJU,0,1,polygon
BSJV,0,1,polygon
BSL,0,1,polygon
BSM,1,1,both
BSMC,0,1,polygon
BSMO,0,1,polygon
BSMP,0,1,polygon
BSMQ,0,1,polygon
BSMR,0,1,polygon
BSMS,0,1,polygon
BSMT,0,1,polygon
BSMU,0,1,polygon
BSMV,0,1,polygon
BSMW,0,1,polygon
BSMX,1,0,orats
BSN,1,0,orats
BSOL,1,0,orats
BSQR,1,0,orats
BSRR,1,1,both
BSSX,0,1,polygon
BST,0,1,polygon
BSTE,1,0,orats
BSTI,1,0,orats
BSTP,0,1,polygon
BSTZ,0,1,polygon
BSV,1,1,both
BSVN,0,1,polygon
BSVO,1,1,both
BSX,1,1,both
BSY,1,1,both
BTA,0,1,polygon
BTAI,1,1,both
BTAL,1,1,both
BTAQ,1,0,orats
BTBD,0,1,polygon
BTBDW,0,1,polygon
BTBT,1,1,both
BTC,1,0,orats
BTCI,1,0,orats
BTCL,1,0,orats
BTCM,1,1,both
BTCO,1,0,orats
BTCR,1,0,orats
BTCS,1,1,both
BTCT,0,1,polygon
BTCTW,0,1,polygon
BTCW,1,0,orats
BTCY,1,1,both
BTCZ,1,0,orats
BTDR,1,1,both
BTE,1,1,both
BTEC,0,1,polygon
BTEK,1,1,both
BTF,1,1,both
BTFX,1,0,orats
BTG,1,1,both
BTGD,1,0,orats
BTGO,1,0,orats
BTH,1,0,orats
BTHM,0,1,polygon
BTI,1,1,both
BTIM,1,0,orats
BTK,1,0,orats
BTM,1,1,both
BTMD,0,1,polygon
BTMWW,0,1,polygon
BTN,1,0,orats
BTNB,1,0,orats
BTO,0,1,polygon
BTOG,0,1,polygon
BTOP,1,1,both
BTQ,1,0,orats
BTR,0,1,polygon
BTRN,1,0,orats
BTRS,1,0,orats
BTSG,1,0,orats
BTT,1,1,both
BTTR,1,1,both
BTTX,1,1,both
BTU,1,1,both
BTUUQ,1,0,orats
BTWN,1,0,orats
BTX,1,0,orats
BTZ,0,1,polygon
BUCA,1,0,orats
BUCK,1,1,both
BUCY,1,0,orats
BUD,1,1,both
BUF,1,0,orats
BUFB,0,1,polygon
BUFC,0,1,polygon
BUFD,0,1,polygon
BUFF,1,1,both
BUFG,0,1,polygon
BUFQ,0,1,polygon
BUFR,0,1,polygon
BUFT,0,1,polygon
BUFZ,0,1,polygon
BUG,1,1,both
BUI,0,1,polygon
BUJA,0,1,polygon
BUL,1,1,both
BULD,0,1,polygon
BULG,1,0,orats
BULL,1,0,orats
BULU,1,0,orats
BULZ,0,1,polygon
BUR,1,1,both
BURL,1,1,both
BURU,1,1,both
BUSA,0,1,polygon
BUSE,1,1,both
BUXX,0,1,polygon
BUYW,0,1,polygon
BUYZ,1,1,both
BUZZ,1,1,both
BV,1,1,both
BVF,1,0,orats
BVFL,0,1,polygon
BVH,1,1,both
BVN,1,1,both
BVS,1,1,both
BVX,1,0,orats
BW,1,1,both
BWA,1,1,both
BWAC,1,0,orats
BWAQ,0,1,polygon
BWAQW,0,1,polygon
BWAY,1,1,both
BWB,1,1,both
BWBBP,0,1,polygon
BWC,1,0,orats
BWEB,0,1,polygon
BWEN,1,1,both
BWET,1,1,both
BWFG,0,1,polygon
BWG,0,1,polygon
BWIN,1,0,orats
BWINB,1,0,orats
BWLD,1,0,orats
BWMN,1,1,both
BWMX,1,1,both
BWNB,0,1,polygon
BWNG,1,0,orats
BWP,1,0,orats
BWS,1,0,orats
BWSN,0,1,polygon
BWTG,0,1,polygon
BWTR,1,0,orats
BWTRQ,1,0,orats
BWX,1,1,both
BWXT,1,1,both
BWZ,0,1,polygon
BWpA,0,1,polygon
BX,1,1,both
BXC,1,1,both
BXE,1,0,orats
BXG,1,0,orats
BXLT,1,0,orats
BXMT,1,1,both
BXMX,0,1,polygon
BXO,1,0,orats
BXP,1,1,both
BXRX,1,0,orats
BXS,1,0,orats
BXSL,1,1,both
BY,1,1,both
BYD,1,1,both
BYFC,1,1,both
BYI,1,0,orats
BYLD,0,1,polygon
BYM,0,1,polygon
BYND,1,1,both
BYOB,1,1,both
BYON,1,1,both
BYRE,0,1,polygon
BYRN,1,1,both
BYSI,1,1,both
BYT,1,0,orats
BYTE,1,0,orats
BYU,0,1,polygon
BZ,1,1,both
